X,Y,CAD_EVENT_REL_COMMON_ID,FIRST_EVENT_SUBTYPE,XCOORD,YCOORD,CALENDAR_DATE,TIME,N_EVENTS
-71.162303376251117,42.333978168687423,1585102,REPORTED INJURIES   (P) (E) (F),747474.43,2946910.95,2016-03-29 00:00:00.000,17:20:11,1
-71.161745321257271,42.268724731056174,1585452,REPORTED INJURIES   (P) (E) (F),747719.62,2923132.09,2016-03-29 00:00:00.000,20:04:04,1
-71.06593413782501,42.279925909416257,1585569,REPORTED INJURIES   (P) (E) (F),773631.17,2927331.35,2016-03-29 00:00:00.000,21:23:54,1
-71.075630507238216,42.337460164911242,1586913,REPORTED INJURIES   (P) (E) (F),770902.9,2948284.54,2016-03-30 00:00:00.000,13:43:47,1
-71.061508170713793,42.320499124623645,1587050,REPORTED INJURIES   (P) (E) (F),774752.88,2942122.96,2016-03-30 00:00:00.000,14:46:04,1
-71.044257907105575,42.335499086522525,1587164,REPORTED INJURIES   (P) (E) (F),779388.81,2947613.65,2016-03-30 00:00:00.000,15:34:00,1
-71.071974202503625,42.292566063676425,1587204,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),771973.54,2931929.34,2016-03-30 00:00:00.000,15:51:13,1
-71.033665872154202,42.376863357403188,1587303,PEDESTRIAN STRUCK   (P) (E) (F),782170.21,2962703.04,2016-03-30 00:00:00.000,16:28:22,1
-71.068712682536173,42.310774266456498,1587446,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),772822.42,2938569.13,2016-03-30 00:00:00.000,17:18:23,1
-71.050314412907042,42.301300291567564,1587626,REPORTED INJURIES   (P) (E) (F),777816.99,2935142.37,2016-03-30 00:00:00.000,18:26:53,1
-71.078309210496414,42.295847070472909,1588070,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),770253.64,2933116.45,2016-03-30 00:00:00.000,22:57:17,1
-71.085169486122211,42.271004460176776,1588660,REPORTED INJURIES   (P) (E) (F),768441.66,2924054.35,2016-03-31 00:00:00.000,08:37:45,1
-71.060636008531972,42.2986341593923,1588880,PEDESTRIAN STRUCK   (P) (E) (F),775029.79,2934156.24,2016-03-31 00:00:00.000,10:22:45,1
-71.116375732101716,42.288518284649001,1589044,REPORTED INJURIES   (P) (E) (F),759966.96,2930397.11,2016-03-31 00:00:00.000,11:35:04,1
-71.064875147865635,42.351138040592517,1589047,PEDESTRIAN STRUCK   (P) (E) (F),773785.36,2953283.66,2016-03-31 00:00:00.000,11:38:04,1
-71.125252482063118,42.24310601480181,1589488,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),757637.83,2913837.58,2016-03-31 00:00:00.000,14:37:46,1
-71.052793138592349,42.360936206642933,1589519,PEDESTRIAN STRUCK   (P) (E) (F),777032.5,2956871.19,2016-03-31 00:00:00.000,14:54:11,1
-71.095405596495581,42.278652518605021,1589737,REPORTED INJURIES   (P) (E) (F),765658.03,2926828.1,2016-03-31 00:00:00.000,16:59:59,1
-71.117384288480054,42.259055993443376,1590427,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),759742.23,2919659.41,2016-03-31 00:00:00.000,22:34:47,1
-71.047901134817181,42.28115640896339,1590512,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),778508.74,2927805.11,2016-03-31 00:00:00.000,23:48:26,1
-71.102194269425951,42.311556102311542,1591614,REPORTED INJURIES   (P) (E) (F),763764.97,2938810.03,2016-04-01 00:00:00.000,13:15:59,1
-71.150656375063889,42.348956187892327,1591842,PEDESTRIAN STRUCK   (P) (E) (F),750601.22,2952381.92,2016-04-01 00:00:00.000,14:49:52,1
-71.06604019011472,42.278044052343368,1591946,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),773605.96,2926645.43,2016-04-01 00:00:00.000,15:31:13,1
-71.083900166867636,42.307625106376811,1591994,REPORTED INJURIES   (P) (E) (F),768720.1,2937401.12,2016-04-01 00:00:00.000,15:51:57,1
-71.08605050449485,42.300385517379532,1592234,REPORTED INJURIES   (P) (E) (F),768151.25,2934760.07,2016-04-01 00:00:00.000,17:28:38,1
-71.053368132509689,42.354935189901362,1592311,REPORTED INJURIES   (P) (E) (F),776888.55,2954683.49,2016-04-01 00:00:00.000,18:04:18,1
-71.137372806888962,42.362918767392557,1592610,REPORTED INJURIES   (P) (E) (F),754170.38,2957485.16,2016-04-01 00:00:00.000,20:31:19,1
-71.047746157689247,42.289239336620113,1592956,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),778535.06,2930750.86,2016-04-02 00:00:00.000,00:09:41,1
-71.101664268031016,42.323116130313942,1593413,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),763888.65,2943023.37,2016-04-02 00:00:00.000,06:08:04,1
-71.076891212164057,42.331263139217342,1593459,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),770573.25,2946024.54,2016-04-02 00:00:00.000,07:13:18,1
-71.033274098758852,42.381856245997767,1593830,REPORTED INJURIES   (P) (E) (F),782266.11,2964523.13,2016-04-02 00:00:00.000,11:43:01,1
-71.119225290276574,42.27866304620013,1593952,REPORTED INJURIES   (P) (E) (F),759211.97,2926802.26,2016-04-02 00:00:00.000,13:03:00,1
-71.095764232565088,42.345446170621294,1593987,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),765445.62,2951168.35,2016-04-02 00:00:00.000,13:28:30,1
-71.062603119178178,42.352388713378268,1594567,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),774397.17,2953742.57,2016-04-02 00:00:00.000,19:29:48,1
-71.08281420729918,42.315926123298865,1594637,PEDESTRIAN STRUCK   (P) (E) (F),768999.05,2940427.58,2016-04-02 00:00:00.000,20:05:26,1
-71.142906597849162,42.26645834323967,1594875,REPORTED INJURIES   (P) (E) (F),752821.99,2922326.97,2016-04-02 00:00:00.000,22:48:30,1
-71.082872119030739,42.324116981247549,1595060,REPORTED INJURIES   (P) (E) (F),768968.79,2943412.39,2016-04-03 00:00:00.000,00:47:55,1
-71.122334313032781,42.261856006883328,1595433,REPORTED INJURIES   (P) (E) (F),758397.73,2920673.8,2016-04-03 00:00:00.000,05:13:26,1
-71.077315301105997,42.350112186381487,1595475,REPORTED INJURIES   (P) (E) (F),770424.54,2952892.91,2016-04-03 00:00:00.000,06:25:55,1
-71.051646882778002,42.318235162694791,1595666,REPORTED INJURIES   (P) (E) (F),777424.09,2941311.8,2016-04-03 00:00:00.000,09:41:25,1
-71.055786756646043,42.362568193115322,1596364,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),776220.33,2957461.69,2016-04-03 00:00:00.000,17:35:34,1
-71.061507716365455,42.305394565615899,1596373,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),774781.3,2936618.62,2016-04-03 00:00:00.000,17:39:47,1
-71.071584298440811,42.290212288663213,1596391,PEDESTRIAN STRUCK   (P) (E) (F),772083.34,2931072.12,2016-04-03 00:00:00.000,17:48:56,1
-71.083094226903782,42.309316101116302,1596411,PEDESTRIAN STRUCK   (P) (E) (F),768935.09,2938018.41,2016-04-03 00:00:00.000,18:04:01,1
-71.070234914305502,42.311354916816818,1597104,REPORTED INJURIES   (P) (E) (F),772409.62,2938778.65,2016-04-04 00:00:00.000,05:37:03,1
-71.131004117174356,42.249219390191847,1597641,REPORTED INJURIES   (P) (E) (F),756070.82,2916058.58,2016-04-04 00:00:00.000,11:57:45,1
-71.003890833783416,42.388026410893666,1597710,REPORTED INJURIES   (P) (E) (F),790191.68,2966816.47,2016-04-04 00:00:00.000,12:37:40,1
-71.121336314013206,42.308783113511439,1597758,REPORTED INJURIES   (P) (E) (F),758591.96,2937775.94,2016-04-04 00:00:00.000,13:06:35,1
-71.06462418101043,42.313736107435986,1597815,REPORTED INJURIES   (P) (E) (F),773922.77,2939654.09,2016-04-04 00:00:00.000,13:34:09,1
-71.164743270011712,42.276893891563638,1597851,REPORTED INJURIES   (P) (E) (F),746896.49,2926105.85,2016-04-04 00:00:00.000,13:47:56,1
-71.100273798906983,42.265961450560098,1598185,REPORTED INJURIES   (P) (E) (F),764362.28,2922197.09,2016-04-04 00:00:00.000,16:56:07,1
-71.095354808285251,42.345238374674437,1598585,PEDESTRIAN STRUCK   (P) (E) (F),765556.66,2951093.15,2016-04-04 00:00:00.000,21:02:56,3
-71.120404288122842,42.257206012262031,1598707,REPORTED INJURIES   (P) (E) (F),758927.71,2918981.6,2016-04-04 00:00:00.000,22:53:42,1
-71.092050201957022,42.284086048002735,1599073,PEDESTRIAN STRUCK   (P) (E) (F),766556.59,2928812.48,2016-04-05 00:00:00.000,07:43:23,1
-71.08523386850645,42.302897009881136,1599166,PEDESTRIAN STRUCK   (P) (E) (F),768367.72,2935676.37,2016-04-05 00:00:00.000,08:30:48,1
-71.070675591681493,42.351908980479784,1599192,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),772216.04,2953556.66,2016-04-05 00:00:00.000,08:43:57,1
-71.058402639959453,42.307675388471168,1599212,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),775616.93,2937454.12,2016-04-05 00:00:00.000,08:55:46,1
-71.086205333942644,42.334519086244228,1599250,PEDESTRIAN STRUCK   (P) (E) (F),768049.02,2947198.71,2016-04-05 00:00:00.000,09:17:17,1
-71.061508170713793,42.320499124623645,1599616,REPORTED INJURIES   (P) (E) (F),774752.88,2942122.96,2016-04-05 00:00:00.000,12:39:07,1
-71.053805394045412,42.331220552040406,1599699,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),776815.57,2946040.83,2016-04-05 00:00:00.000,13:26:55,1
-71.126684292346297,42.35208619892709,1599822,PEDESTRIAN STRUCK   (P) (E) (F),757076.32,2953550.01,2016-04-05 00:00:00.000,14:31:39,1
-71.065114176365242,42.33624515460189,1599944,REPORTED INJURIES   (P) (E) (F),773748.42,2947856.09,2016-04-05 00:00:00.000,15:31:23,1
-71.076074878429282,42.307582975778622,1599984,REPORTED INJURIES   (P) (E) (F),770836.87,2937396.19,2016-04-05 00:00:00.000,15:53:46,1
-71.036074006539607,42.382613905504925,1600554,REPORTED INJURIES   (P) (E) (F),781508.14,2964795.11,2016-04-05 00:00:00.000,20:51:01,1
-71.091625492303592,42.316993123561645,1601333,REPORTED INJURIES   (P) (E) (F),766614.1,2940804.88,2016-04-06 00:00:00.000,09:25:39,1
-71.046403746864399,42.284001197741816,1601499,PEDESTRIAN STRUCK   (P) (E) (F),778908.43,2928843.94,2016-04-06 00:00:00.000,10:41:49,1
-71.104724256961234,42.347046173825113,1601891,REPORTED INJURIES   (P) (E) (F),763020.73,2951740.07,2016-04-06 00:00:00.000,13:49:49,1
-71.102608502913625,42.343337457272533,1602003,PEDESTRIAN STRUCK   (P) (E) (F),763598.97,2950391.2,2016-04-06 00:00:00.000,14:33:00,1
-71.08005021673641,42.336534152278993,1602363,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),769709.62,2947941.17,2016-04-06 00:00:00.000,17:19:06,1
-71.070124170023263,42.280256035440047,1602408,REPORTED INJURIES   (P) (E) (F),772496.69,2927445.91,2016-04-06 00:00:00.000,17:39:33,1
-71.072610458837616,42.355422863029411,1602445,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),771686.62,2954834.56,2016-04-06 00:00:00.000,17:56:53,1
-71.057746782372234,42.309281744314987,1602453,REPORTED INJURIES   (P) (E) (F),775791.3,2938040.42,2016-04-06 00:00:00.000,17:59:45,1
-71.073025732567572,42.298491882319091,1602474,REPORTED INJURIES   (P) (E) (F),771678.23,2934087.37,2016-04-06 00:00:00.000,18:09:22,1
-71.130199407155644,42.352736653822305,1602911,REPORTED INJURIES   (P) (E) (F),756125.14,2953782.91,2016-04-06 00:00:00.000,23:02:36,2
-71.05833214752505,42.308013357935991,1603170,REPORTED INJURIES   (P) (E) (F),775635.36,2937577.38,2016-04-07 00:00:00.000,02:16:52,1
-71.122684308472202,42.28010604499584,1603457,REPORTED INJURIES   (P) (E) (F),758273.57,2927323.95,2016-04-07 00:00:00.000,08:26:06,1
-71.099608530327146,42.282335489853587,1603488,REPORTED INJURIES   (P) (E) (F),764514.34,2928164.86,2016-04-07 00:00:00.000,08:38:26,2
-71.057283197307171,42.362443207225915,1603783,REPORTED INJURIES   (P) (E) (F),775816.14,2957414.04,2016-04-07 00:00:00.000,10:55:51,1
-71.118873296062773,42.279938035360225,1604075,REPORTED INJURIES   (P) (E) (F),759305.15,2927267.31,2016-04-07 00:00:00.000,13:22:22,1
-71.064244669571352,42.308829667380344,1604261,REPORTED INJURIES   (P) (E) (F),774034.55,2937866.63,2016-04-07 00:00:00.000,14:51:55,1
-71.084065132042923,42.34220375919179,1604499,REPORTED INJURIES   (P) (E) (F),768614.03,2950001.96,2016-04-07 00:00:00.000,16:36:44,1
-71.06612417965593,42.3522961851913,1604692,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),773445.59,2953703.99,2016-04-07 00:00:00.000,17:57:25,1
-71.148130766433596,42.349780054190276,1604725,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),751282.7,2952684.96,2016-04-07 00:00:00.000,18:11:23,1
-71.08162471479649,42.320770095352906,1605662,REPORTED INJURIES   (P) (E) (F),769312.1,2942194.38,2016-04-08 00:00:00.000,07:31:28,1
-71.078007705563806,42.336337110627539,1606344,REPORTED INJURIES   (P) (E) (F),770262.21,2947872.09,2016-04-08 00:00:00.000,13:20:33,1
-71.111420272725297,42.328116132792545,1606619,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),761242.05,2944833.29,2016-04-08 00:00:00.000,15:41:25,1
-71.055875606361283,42.321096350361913,1606733,REPORTED INJURIES   (P) (E) (F),776275.01,2942348.48,2016-04-08 00:00:00.000,16:39:45,1
-71.051338151311725,42.357046195029866,1606961,REPORTED INJURIES   (P) (E) (F),777433.19,2955455.66,2016-04-08 00:00:00.000,18:14:05,1
-71.056023163919178,42.32461012596206,1607093,REPORTED INJURIES   (P) (E) (F),776228.44,2943628.75,2016-04-08 00:00:00.000,19:27:46,1
-71.070739166226815,42.334867159275262,1607426,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),772230.11,2947346.22,2016-04-08 00:00:00.000,23:32:30,1
-71.086064206450544,42.288886067284125,1607518,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),768167.88,2930569.48,2016-04-09 00:00:00.000,00:27:17,1
-71.131061545406325,42.350555735595478,1607731,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),755895.54,2952987.13,2016-04-09 00:00:00.000,02:26:21,1
-71.089774242544792,42.284156040431739,1607932,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),767172.33,2928840.94,2016-04-09 00:00:00.000,06:55:06,1
-71.098814246291141,42.28284606263432,1608301,REPORTED INJURIES   (P) (E) (F),764728.4,2928351.93,2016-04-09 00:00:00.000,11:31:14,1
-71.092200227269245,42.295900426628975,1608372,REPORTED INJURIES   (P) (E) (F),766495.41,2933117.62,2016-04-09 00:00:00.000,12:08:01,1
-71.061065157626899,42.32967513974382,1608389,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),774855.48,2945467.47,2016-04-09 00:00:00.000,12:19:38,1
-71.14037432895951,42.342816181214289,1608509,REPORTED INJURIES   (P) (E) (F),753390.08,2950155.93,2016-04-09 00:00:00.000,13:39:14,1
-71.083176513437124,42.308323633094346,1608543,REPORTED INJURIES   (P) (E) (F),768914.6,2937656.63,2016-04-09 00:00:00.000,13:59:42,1
-71.077608773634026,42.277405041645864,1608642,REPORTED INJURIES   (P) (E) (F),770476.42,2926396.85,2016-04-09 00:00:00.000,15:05:10,1
-71.072398643791644,42.354914583441065,1608677,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),771744.8,2954649.62,2016-04-09 00:00:00.000,15:43:38,1
-71.062214142647463,42.367712205852534,1608778,REPORTED INJURIES   (P) (E) (F),774473.65,2959327.29,2016-04-09 00:00:00.000,16:31:50,1
-71.071584298440811,42.290212288663213,1608954,REPORTED INJURIES   (P) (E) (F),772083.34,2931072.12,2016-04-09 00:00:00.000,18:06:36,1
-71.076282944026488,42.307610306239155,1609120,PEDESTRIAN STRUCK   (P) (E) (F),770780.54,2937405.87,2016-04-09 00:00:00.000,19:35:29,1
-71.089819666388792,42.352008442027255,1609454,REPORTED INJURIES   (P) (E) (F),767041.13,2953567.44,2016-04-09 00:00:00.000,22:42:58,1
-71.136302383799887,42.354051324760754,1609771,PEDESTRIAN STRUCK   (P) (E) (F),754473.45,2954254.91,2016-04-10 00:00:00.000,01:28:05,1
-71.054120212168058,42.354173658541846,1609951,REPORTED INJURIES   (P) (E) (F),776686.72,2954404.91,2016-04-10 00:00:00.000,03:53:39,1
-71.062214142647463,42.367712205852534,1610492,REPORTED INJURIES   (P) (E) (F),774473.65,2959327.29,2016-04-10 00:00:00.000,13:04:43,1
-71.108428904582226,42.305537283406885,1610571,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),762088.71,2936608.87,2016-04-10 00:00:00.000,14:10:25,1
-71.023410527726952,42.375403239198214,1610655,REPORTED INJURIES   (P) (E) (F),784944.15,2962186.26,2016-04-10 00:00:00.000,15:17:53,1
-70.998885854804442,42.388428518006542,1610764,REPORTED INJURIES   (P) (E) (F),791542.91,2966970.91,2016-04-10 00:00:00.000,16:19:54,1
-71.068683378993981,42.337232373012306,1610979,REPORTED INJURIES   (P) (E) (F),772781.59,2948210.95,2016-04-10 00:00:00.000,18:09:00,1
-71.08902773138449,42.307638756856136,1611132,ENTRAPMENT   (P) (E) (F),767333.1,2937399.37,2016-04-10 00:00:00.000,19:45:20,1
-71.122080326979486,42.287782641800938,1611152,REPORTED INJURIES   (P) (E) (F),758424.62,2930122.14,2016-04-10 00:00:00.000,19:59:06,1
-71.143056870655386,42.255563554755526,1611357,REPORTED INJURIES   (P) (E) (F),752797.93,2918356.59,2016-04-10 00:00:00.000,22:12:26,1
-71.048382546032983,42.338605226887324,1611804,PEDESTRIAN STRUCK   (P) (E) (F),778267.62,2948739.65,2016-04-11 00:00:00.000,06:15:57,1
-71.067702184985521,42.366395221722371,1612112,REPORTED INJURIES   (P) (E) (F),772993.01,2958839.79,2016-04-11 00:00:00.000,09:50:17,1
-71.093134232769728,42.350724183517301,1612295,REPORTED INJURIES   (P) (E) (F),766147.42,2953095.14,2016-04-11 00:00:00.000,11:12:04,1
-71.15049435191348,42.296036076573117,1612755,REPORTED INJURIES   (P) (E) (F),750724.04,2933097.04,2016-04-11 00:00:00.000,15:09:58,1
-71.070963864179163,42.336403817634853,1612832,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),772166.54,2947905.9,2016-04-11 00:00:00.000,15:36:45,1
-71.039190046695595,42.378657307598921,1612853,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),780674.06,2963348.68,2016-04-11 00:00:00.000,15:44:00,1
-71.109912159294467,42.28571534764145,1612897,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),761720.52,2929383.61,2016-04-11 00:00:00.000,16:08:46,1
-71.072309397700963,42.385595253139101,1613012,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),771712.86,2965830.41,2016-04-11 00:00:00.000,16:50:18,1
-71.071781167622319,42.348710168746834,1613029,REPORTED INJURIES   (P) (E) (F),771923.05,2952389.45,2016-04-11 00:00:00.000,16:58:10,1
-71.084569210031646,42.33483114452838,1613173,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),768490.84,2947314.58,2016-04-11 00:00:00.000,17:52:55,1
-71.098290291583055,42.315808517740606,1613660,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),764813.61,2940364.63,2016-04-11 00:00:00.000,22:07:22,1
-71.037706091158739,42.346816180029769,1613756,REPORTED INJURIES   (P) (E) (F),781137.9,2951747.33,2016-04-11 00:00:00.000,23:25:20,1
-71.042923467641501,42.285918423488496,1614368,REPORTED INJURIES   (P) (E) (F),779846.43,2929547.63,2016-04-12 00:00:00.000,09:16:17,1
-71.057384151596167,42.329766152029492,1614665,REPORTED INJURIES   (P) (E) (F),775850.65,2945505.78,2016-04-12 00:00:00.000,11:34:32,1
-71.06815417181933,42.305596101181578,1614694,PEDESTRIAN STRUCK   (P) (E) (F),772983.04,2936682.89,2016-04-12 00:00:00.000,11:46:06,1
-71.071170745662528,42.32398405146207,1614932,REPORTED INJURIES   (P) (E) (F),772133.36,2943379.64,2016-04-12 00:00:00.000,13:41:17,1
-71.10010923251177,42.335832168420787,1615049,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),764287.45,2947659.29,2016-04-12 00:00:00.000,14:33:52,1
-71.057155502787879,42.352089584838986,1615769,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),775870.24,2953641.16,2016-04-12 00:00:00.000,19:55:57,1
-71.087571225469006,42.335405152749985,1615895,REPORTED INJURIES   (P) (E) (F),767678.15,2947519.82,2016-04-12 00:00:00.000,21:09:42,1
-71.064302742468044,42.285768278527932,1616001,REPORTED INJURIES   (P) (E) (F),774061.77,2929462.64,2016-04-12 00:00:00.000,22:40:10,1
-71.103339918398618,42.271069342188788,1617172,REPORTED INJURIES   (P) (E) (F),763523.71,2924054.6,2016-04-13 00:00:00.000,13:38:43,1
-71.073106070453505,42.383983462349605,1617361,REPORTED INJURIES   (P) (E) (F),771500.57,2965241.96,2016-04-13 00:00:00.000,15:15:09,1
-71.114179218523404,42.31230785377187,1617433,PEDESTRIAN STRUCK   (P) (E) (F),760522.07,2939069.09,2016-04-13 00:00:00.000,15:56:09,1
-71.073315822298227,42.290615232040281,1617435,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),771614.11,2931216.61,2016-04-13 00:00:00.000,15:56:12,1
-71.052974133128515,42.329936152928092,1618165,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),777042.79,2945573.95,2016-04-13 00:00:00.000,22:09:15,1
-71.096989811165329,42.328159964810759,1618731,REPORTED INJURIES   (P) (E) (F),765144.07,2944867.37,2016-04-14 00:00:00.000,08:07:32,1
-71.089398218468048,42.334445165473106,1619351,PEDESTRIAN STRUCK   (P) (E) (F),767185.86,2947167.6,2016-04-14 00:00:00.000,13:23:21,1
-71.073553782312516,42.309060328520069,1619532,REPORTED INJURIES   (P) (E) (F),771516.12,2937937.96,2016-04-14 00:00:00.000,14:43:52,1
-71.098390266270997,42.324941586721287,1619571,REPORTED INJURIES   (P) (E) (F),764770.9,2943692.75,2016-04-14 00:00:00.000,15:00:10,1
-71.023410527726952,42.375403239198214,1619599,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),784944.15,2962186.26,2016-04-14 00:00:00.000,15:13:40,1
-71.117485292262202,42.279064054221401,1619966,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),759682.19,2926950.5,2016-04-14 00:00:00.000,18:13:50,1
-71.051671128716308,42.358086187678403,1620127,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),777341.2,2955834.18,2016-04-14 00:00:00.000,19:44:54,1
-71.058915344459365,42.282011496781827,1620465,REPORTED INJURIES   (P) (E) (F),775526.61,2928101.11,2016-04-15 00:00:00.000,00:25:41,1
-71.013056046101525,42.391489269909137,1620681,REPORTED INJURIES   (P) (E) (F),787708.5,2968064.14,2016-04-15 00:00:00.000,04:06:09,1
-71.050355112263404,42.381880119625954,1620790,REPORTED INJURIES   (P) (E) (F),777651.18,2964507.04,2016-04-15 00:00:00.000,07:12:13,1
-71.136286338003927,42.347820172549206,1621627,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),754487.47,2951984.17,2016-04-15 00:00:00.000,14:22:09,1
-71.092467248079132,42.338865798237428,1622247,PEDESTRIAN STRUCK   (P) (E) (F),766348.36,2948774.58,2016-04-15 00:00:00.000,19:03:17,1
-71.091962751908937,42.332760143484386,1622791,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),766495.4,2946550.22,2016-04-16 00:00:00.000,01:09:26,1
-71.083176513437124,42.308323633094346,1622828,REPORTED INJURIES   (P) (E) (F),768914.6,2937656.63,2016-04-16 00:00:00.000,01:32:37,1
-71.116365028557283,42.278876104630122,1623068,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),759985.66,2926883.37,2016-04-16 00:00:00.000,05:18:33,1
-71.070234914305502,42.311354916816818,1623073,REPORTED INJURIES   (P) (E) (F),772409.62,2938778.65,2016-04-16 00:00:00.000,05:30:03,1
-71.114657109885556,42.324402871352255,1624317,REPORTED INJURIES   (P) (E) (F),760372.9,2943476.14,2016-04-16 00:00:00.000,19:54:06,1
-71.006849015387743,42.386697244105811,1624541,PEDESTRIAN STRUCK   (P) (E) (F),789395.33,2966327.46,2016-04-16 00:00:00.000,22:14:36,1
-71.092856978391737,42.310634582396077,1624890,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),766292.1,2938486.13,2016-04-17 00:00:00.000,02:13:11,1
-71.012623782564049,42.390951082165905,1625022,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),787826.39,2967868.68,2016-04-17 00:00:00.000,03:43:08,1
-71.065396276890951,42.307253470308332,1625388,UNKNOWN IF INJURIES - ADVISE NEED FOR EMS   (P) (E) (F),773725.98,2937290.65,2016-04-17 00:00:00.000,10:56:42,1
-71.100604267159511,42.27092602953379,1625498,REPORTED INJURIES   (P) (E) (F),764264.36,2924005.83,2016-04-17 00:00:00.000,11:55:16,1
-71.054239603450341,42.354110211431532,1626904,REPORTED INJURIES   (P) (E) (F),776654.57,2954381.62,2016-04-18 00:00:00.000,04:44:32,1
-71.061611489077791,42.330642711439587,1626965,REPORTED INJURIES   (P) (E) (F),774705.94,2945819.31,2016-04-18 00:00:00.000,06:52:22,1
-71.073364170465538,42.333626141121151,1627049,REPORTED INJURIES   (P) (E) (F),771522.63,2946890.41,2016-04-18 00:00:00.000,08:23:02,1
-71.069078522191219,42.318741120159899,1628151,REPORTED INJURIES   (P) (E) (F),772708.8,2941471.88,2016-04-18 00:00:00.000,17:57:07,1
-71.050245590226538,42.381828212622096,1628572,REPORTED INJURIES   (P) (E) (F),777680.87,2964488.28,2016-04-18 00:00:00.000,21:39:58,1
-71.073207641701657,42.309650867390459,1628938,REPORTED INJURIES   (P) (E) (F),771608.67,2938153.63,2016-04-19 00:00:00.000,02:49:00,1
-71.024972101107281,42.370046048273366,1628999,REPORTED INJURIES   (P) (E) (F),784533.08,2960231.64,2016-04-19 00:00:00.000,05:08:43,1
-71.147287534546422,42.283080459881383,1629096,REPORTED INJURIES   (P) (E) (F),751611.15,2928379.38,2016-04-19 00:00:00.000,07:45:34,1
-71.04466106481182,42.343608718700544,1629597,PEDESTRIAN STRUCK - CONSCIOUS/MOVING   (P) (E) (F),779264.03,2950568.36,2016-04-19 00:00:00.000,12:23:09,1
-71.129284316103281,42.285616059221503,1629635,PEDESTRIAN STRUCK   (P) (E) (F),756478.8,2929324.05,2016-04-19 00:00:00.000,12:43:11,1
-71.119874302667753,42.254725998506629,1629661,PEDESTRIAN STRUCK   (P) (E) (F),759075.21,2918078.49,2016-04-19 00:00:00.000,12:56:23,1
